iter	RMSE
351	32.04541426
352	32.04226633
353	32.03894776
354	32.03381349
355	32.03105032
356	32.02820164
357	32.02499276
358	32.02093931
359	32.01865066
360	32.01385058
361	32.00962891
362	32.0082064
363	32.006169
364	32.00303854
365	31.99763913
366	31.99263857
367	31.99014777
368	31.98788137
369	31.98455017
370	31.98052452
371	31.97404654
372	31.97054672
373	31.96601717
374	31.96368608
375	31.96170452
376	31.95699167
377	31.9517745
378	31.94648634
379	31.94369719
380	31.94019499
381	31.93856903
382	31.93680114
383	31.93480367
384	31.93326135
385	31.9291556
386	31.9258032
387	31.92264222
388	31.91869417
389	31.91649712
390	31.91202485
391	31.91030799
392	31.90572666
393	31.90183222
394	31.89970951
395	31.89770116
396	31.89307236
397	31.88866545
398	31.88521153
399	31.88360343
400	31.88234559
401	31.87883743
402	31.8764432
403	31.87348854
404	31.8718307
405	31.8678978
406	31.86452241
407	31.86161028
408	31.85932129
409	31.85560675
410	31.85252419
411	31.84759393
412	31.84515395
413	31.84177719
414	31.83872643
415	31.83581718
416	31.83300699
417	31.82961642
418	31.82768778
419	31.82563874
420	31.8236974
421	31.82226993
422	31.81925832
423	31.81758672
424	31.81424129
425	31.81168268
426	31.80882892
427	31.80579846
428	31.80294256
429	31.79927415
430	31.79628491
431	31.793815
432	31.79117576
433	31.78924731
434	31.78683801
435	31.78307259
436	31.78211123
437	31.7800802
438	31.77883097
439	31.77629269
440	31.77385387
441	31.77169343
442	31.76936559
443	31.76737204
444	31.76616047
445	31.7641553
446	31.76267626
447	31.76006922
448	31.75619919
449	31.75408799
450	31.75038994
451	31.74865096
452	31.74472267
453	31.74140201
454	31.73880304
455	31.73661749
456	31.73456605
457	31.73233039
458	31.73007201
459	31.72741198
460	31.72629698
461	31.72266958
462	31.7213359
463	31.71898627
464	31.71732817
465	31.71508036
466	31.71308077
467	31.71064776
468	31.70721475
469	31.70612494
470	31.70309457
471	31.70074603
472	31.69822596
473	31.69646342
474	31.69359379
475	31.69113276
476	31.68972686
477	31.68754611
478	31.68597438
479	31.6838824
480	31.68191767
481	31.6788881
482	31.67742695
483	31.67570878
484	31.6738821
485	31.67269681
486	31.67134369
487	31.67012266
488	31.66792081
489	31.66574677
490	31.66354029
491	31.66039151
492	31.65884485
493	31.65623992
494	31.6538314
495	31.65220676
496	31.65080839
497	31.64934923
498	31.64645041
499	31.64478077
500	31.64348761
501	31.64044472
502	31.63940253
503	31.63820237
504	31.63669849
505	31.63446442
506	31.63245174
507	31.63068146
508	31.62792076
509	31.62527483
510	31.62300351
511	31.6216669
512	31.62099727
513	31.62004336
514	31.61788339
515	31.61676245
516	31.61499025
517	31.61343693
518	31.61196185
519	31.61046067
520	31.60959871
521	31.60787443
522	31.60560422
523	31.60405446
524	31.60290508
525	31.60192165
526	31.60106567
527	31.59966718
528	31.59834458
529	31.59661754
530	31.5952846
531	31.59299087
532	31.59138006
533	31.59000286
534	31.58739251
535	31.58583248
536	31.58458336
537	31.58285766
538	31.58223933
539	31.579916
540	31.57829726
541	31.57596598
542	31.57488619
543	31.57330477
544	31.57199699
545	31.57082998
546	31.56951995
547	31.56774739
548	31.56650318
549	31.5657453
550	31.56407173
551	31.56319543
552	31.5610685
553	31.55987123
554	31.55756444
555	31.55665121
556	31.55475558
557	31.55343904
558	31.55232772
559	31.55048511
560	31.54886587
561	31.54743474
562	31.54671496
563	31.54603263
564	31.5445616
565	31.54341932
566	31.54192028
567	31.54146968
568	31.54018078
569	31.53935222
570	31.53849101
571	31.53779205
572	31.53675043
573	31.5341634
574	31.53260902
575	31.53162445
576	31.53041763
577	31.52926112
578	31.5284868
579	31.52690421
580	31.52590418
581	31.52443949
582	31.52279365
583	31.52141054
584	31.52079551
585	31.5197404
586	31.5189257
587	31.51767618
588	31.51656004
589	31.51570924
590	31.51474906
591	31.51354479
592	31.51233943
593	31.51170142
594	31.51058208
595	31.5088354
596	31.50817306
597	31.50750575
598	31.50694625
599	31.50602659
600	31.50527473
601	31.50464561
602	31.50367395
603	31.50226266
604	31.50139625
605	31.50036875
606	31.49950646
607	31.49880327
608	31.49780266
609	31.49634277
610	31.49575597
611	31.49500608
612	31.49441988
613	31.49338266
614	31.4920466
615	31.49120466
616	31.48945477
617	31.48893856
618	31.48839559
619	31.48767638
620	31.48669344
621	31.48567957
622	31.48462889
623	31.48409623
624	31.48350818
625	31.48259774
626	31.48168805
627	31.48005696
628	31.47848834
629	31.47727407
630	31.47617675
631	31.47502057
632	31.47386866
633	31.47278128
634	31.47147488
635	31.47074042
636	31.46998209
637	31.46916674
638	31.46856759
639	31.46736127
640	31.46597599
641	31.46539463
642	31.46421235
643	31.4631083
644	31.4626158
645	31.46165268
646	31.46082983
647	31.45955046
648	31.45839999
649	31.45789727
650	31.45712865
651	31.45616587
652	31.45570988
653	31.45505983
654	31.45422804
655	31.45342584
656	31.45234003
657	31.45190934
658	31.45126545
659	31.45047742
660	31.44956605
661	31.44810315
662	31.44734282
663	31.44585906
664	31.44511576
665	31.44462879
666	31.44381066
667	31.44239001
668	31.44162409
669	31.44066292
670	31.44006886
671	31.43949907
672	31.43896188
673	31.43795967
674	31.43711463
675	31.43628857
676	31.43546288
677	31.43477167
678	31.43396967
679	31.43284336
680	31.43213984
681	31.4311241
682	31.42989876
683	31.42938801
684	31.42871735
685	31.42810861
686	31.42736925
687	31.42672368
688	31.42589442
689	31.42530243
690	31.42487097
691	31.42440347
692	31.42329202
693	31.42286175
694	31.42238122
695	31.42190296
696	31.42113941
697	31.42000303
698	31.41889263
699	31.41834091
700	31.41755314
701	31.41700377
702	31.4165688
703	31.4157109
704	31.41457947
705	31.41352669
706	31.41314927
707	31.41175026
708	31.41082002
709	31.41024483
710	31.40953331
711	31.40909326
712	31.4087566
713	31.40825924
714	31.40762029
715	31.4070824
716	31.40635437
717	31.40587015
718	31.4049708
719	31.40455235
720	31.40388941
721	31.40333746
722	31.4024082
723	31.40179297
724	31.40139628
725	31.40067184
726	31.40015052
727	31.39998919
728	31.3992737
729	31.39892816
730	31.39861376
731	31.39839479
732	31.3982214
733	31.39801647
734	31.39758311
735	31.39722587
736	31.39679889
737	31.39627446
738	31.39582891
739	31.39487637
740	31.39406562
741	31.39345134
742	31.39284747
743	31.39250165
744	31.39205665
745	31.39159031
746	31.3911539
747	31.3906008
748	31.39020476
749	31.38900743
750	31.38872221
751	31.38815058
752	31.38775991
753	31.38730286
754	31.38692195
755	31.38654981
756	31.38603092
757	31.38558408
758	31.38529535
759	31.38451954
760	31.38388704
761	31.38332052
762	31.38297597
763	31.38226851
764	31.38168015
765	31.38080215
766	31.38058383
767	31.37999451
768	31.37922835
769	31.37848516
770	31.37788541
771	31.37728534
772	31.37684709
773	31.37655119
774	31.37595448
775	31.37529183
776	31.37521435
777	31.37482111
778	31.37429442
779	31.37349857
780	31.37300526
781	31.37273831
782	31.37247383
783	31.37220328
784	31.37150011
785	31.37074121
786	31.37003418
787	31.36959181
788	31.36894741
789	31.36833944
790	31.36819538
791	31.3675779
792	31.36730359
793	31.36668896
794	31.36634752
795	31.36589632
796	31.36528543
797	31.36470821
798	31.36419647
799	31.36370284
800	31.36342092
801	31.36311765
802	31.36287655
803	31.36250641
804	31.36227587
805	31.36182739
806	31.36141352
807	31.36095576
808	31.36076184
809	31.3601521
810	31.3597913
811	31.35950767
812	31.35919442
813	31.35858053
814	31.35795555
815	31.35758778
816	31.35729413
817	31.35689708
818	31.35671226
819	31.35625317
820	31.35596969
821	31.35568398
822	31.35544384
823	31.35514398
824	31.35473288
825	31.35430115
826	31.35399296
827	31.35375617
828	31.3533631
829	31.35276819
830	31.35241974
831	31.35195466
832	31.35159741
833	31.35118253
834	31.35068126
835	31.3504139
836	31.34991691
837	31.34951055
838	31.34931387
839	31.34892
840	31.34849006
841	31.34811812
842	31.34772299
843	31.34735361
844	31.3468227
845	31.34662553
846	31.3463309
847	31.34575966
848	31.34542781
849	31.34518973
850	31.34479302
851	31.34445592
852	31.34393647
853	31.34338205
854	31.3431263
855	31.34276117
856	31.34226943
857	31.34196052
858	31.34171716
859	31.34147974
860	31.34111017
861	31.34085204
862	31.34056049
863	31.34031812
864	31.34008406
865	31.33987004
866	31.33953196
867	31.33927133
868	31.33903906
869	31.33870233
870	31.33846569
871	31.33828299
872	31.3380119
873	31.33786989
874	31.33748566
875	31.33723089
876	31.33693441
877	31.3365914
878	31.33613352
879	31.33585772
880	31.3356543
881	31.33542875
882	31.33507337
883	31.33459603
884	31.33419812
885	31.33403304
886	31.33363649
887	31.33331279
888	31.33291642
889	31.33263887
890	31.33236507
891	31.33213476
892	31.33187311
893	31.33166089
894	31.33150111
895	31.3313313
896	31.33116762
897	31.33086338
898	31.33059175
899	31.33042256
900	31.33006513
901	31.32988501
902	31.3297047
903	31.32930009
904	31.32911211
905	31.32891223
906	31.32857482
907	31.32817432
908	31.32802228
909	31.32784457
910	31.32757127
911	31.32739941
912	31.32721425
913	31.32699924
914	31.32683095
915	31.32664085
916	31.32638704
917	31.32600472
918	31.32588671
919	31.3257305
920	31.32544488
921	31.32520371
922	31.32471227
923	31.32454726
924	31.32441194
925	31.32405284
926	31.32371945
927	31.3235118
928	31.32335674
929	31.32291756
930	31.32272433
931	31.32260988
932	31.32244955
933	31.32226508
934	31.32213098
935	31.32183116
936	31.32169668
937	31.32135208
938	31.32120079
939	31.32098519
940	31.32082044
941	31.32058116
942	31.3202558
943	31.32010903
944	31.31988376
945	31.31971692
946	31.31935466
947	31.31908842
948	31.31882792
949	31.31867744
950	31.31810066
951	31.31787543
952	31.31752102
953	31.31736715
954	31.31712431
955	31.31698052
956	31.31673416
957	31.31636762
958	31.31621777
959	31.31607014
960	31.31569031
961	31.31555977
962	31.31538225
963	31.3151241
964	31.31492281
965	31.31484168
966	31.3144971
967	31.31440126
968	31.3141756
969	31.31387353
970	31.3137217
971	31.31338612
972	31.31306897
973	31.31286491
974	31.31258475
975	31.3124073
976	31.3122381
977	31.31209732
978	31.31196566
979	31.31169287
980	31.311369
981	31.3112442
982	31.31109872
983	31.31093964
984	31.31045916
985	31.31030514
986	31.31005252
987	31.30979427
988	31.30942661
989	31.30908597
990	31.30881764
991	31.30868405
992	31.30858538
993	31.30836522
994	31.30827394
995	31.30802118
996	31.30773608
997	31.30750796
998	31.30719273
999	31.30687807
